City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,lauro de freitas,-12.8944,-38.3272,26.01,83,40,5.14,BR,1698543008
363,soligalich,59.0778,42.2864,-2.4,91,100,2.41,RU,1698543009
364,kavaratti,10.5669,72.642,28.44,70,88,1.37,IN,1698543009
365,margaret river,-33.95,115.0667,16.34,77,98,5.54,AU,1698543010
366,taguatinga,-12.3857,-46.5711,29.32,44,88,0.62,BR,1698543010
367,unai,-16.3575,-46.9061,25.12,73,91,0.58,BR,1698543010
368,yanchep,-31.55,115.6833,20.53,63,83,2.83,AU,1698543011
369,marsh harbour,26.5412,-77.0636,25.95,67,0,10.65,BS,1698543011
370,port saint john's,-31.6229,29.5448,14.58,75,100,8.92,ZA,1698543011
371,bemidji,47.4736,-94.8803,-4.41,89,0,2.06,US,1698542949
372,hasilpur,29.7122,72.5553,24.05,31,1,1.89,PK,1698543012
373,hasaki,35.7333,140.8333,17.94,62,85,9.61,JP,1698543012
374,iquique,-20.2208,-70.1431,18.02,81,86,0.24,CL,1698543413
375,negapatam,10.7667,79.8333,27.22,79,100,2.08,IN,1698543013
376,hanak,41.2336,42.8472,7.47,69,79,1.2,TR,1698542839
377,plattsburgh,44.6995,-73.4529,11.42,66,100,4.12,US,1698542883
378,mossel bay,-34.1831,22.146,9.96,48,94,7.54,ZA,1698543014
379,bolnisi,41.4479,44.5384,18.77,48,100,2.11,GE,1698543014
380,nebraska city,40.6767,-95.8592,1.86,64,100,5.14,US,1698542835
381,nanzhang chengguanzhen,31.7839,111.8275,22.95,50,87,0.58,CN,1698543015
382,shijiang,27.0819,110.7933,21.65,70,31,0.32,CN,1698543015
383,pokhara,28.2333,83.9833,16.51,65,100,2.21,NP,1698542762
384,belomorsk,64.5232,34.7668,-2.92,96,100,1.09,RU,1698543016
385,khash,28.2211,61.2158,16.66,48,8,1.16,IR,1698543016
386,brak,27.5496,14.2714,22.28,23,0,3.91,LY,1698543016
387,el calafate,-50.3408,-72.2768,4.3,78,100,4.09,AR,1698542862
388,graaff-reinet,-32.2522,24.5308,6.62,83,34,5.43,ZA,1698543017
389,prince george,53.9166,-122.753,0.34,53,0,2.06,CA,1698543018
390,bowen,-20.0167,148.2333,25.3,52,12,9.7,AU,1698543018
391,amatitan,20.8333,-103.7167,22.16,67,82,1.89,MX,1698543018
392,port blair,11.6667,92.75,25.02,100,40,0.51,IN,1698543019
393,san martin de los andes,-40.1604,-71.3486,3.14,83,100,10.73,AR,1698543020
394,janakpur,26.7183,85.9065,22.42,68,66,0.95,NP,1698543020
395,grand gaube,-20.0064,57.6608,22.43,77,4,5.01,MU,1698543021
396,basoda,23.85,77.9333,20.69,41,79,1.48,IN,1698543021
397,cahors,44.4167,1.3333,11.21,83,95,3.29,FR,1698543022
398,kartaly,53.0522,60.6467,-1.1,97,100,4.02,RU,1698543022
399,yeosu,34.7546,127.6599,16.79,70,0,2.04,KR,1698543023
400,east london,-33.0153,27.9116,13.94,56,97,6.98,ZA,1698543013
401,haiku-pauwela,20.9219,-156.3051,28.98,62,20,8.23,US,1698543024
402,turtas,58.9417,69.1325,-6.27,97,56,1.98,RU,1698543024
403,abancay,-13.6339,-72.8814,16.47,89,90,1.61,PE,1698543024
404,mirador,-6.3708,-44.3631,30.32,33,88,0.57,BR,1698543025
405,naze,28.3667,129.4833,23.51,51,38,3.84,JP,1698543025
406,al jawf,29.5,38.75,19.06,77,100,5.25,SA,1698543026
407,strezhevoy,60.7333,77.5889,-13.91,97,65,1.79,RU,1698543027
408,santa cruz,-17.8,-63.1667,23.7,88,75,8.23,BO,1698543027
409,sao tome,0.3365,6.7273,26.25,84,25,1.97,ST,1698543027
410,tralee,52.2704,-9.7026,6.66,93,94,1.92,IE,1698543028
411,okulovka,58.4008,33.2908,0.31,94,99,3.12,RU,1698543028
412,darwin,-12.4611,130.8418,32.75,56,40,2.06,AU,1698543028
413,anloga,5.7947,0.8973,26.88,81,4,3.41,GH,1698543028
414,kirkuk,35.4681,44.3922,21.21,43,2,1.16,IQ,1698543029
415,ocean grove,40.2121,-74.0065,23.01,76,0,2.57,US,1698543029
416,baardheere,2.3446,42.2764,25.68,80,100,2.22,SO,1698543029
417,lompoc,34.6391,-120.4579,16.08,85,0,5.66,US,1698543030
418,dragash,42.0625,20.6533,9.94,79,3,1.81,XK,1698543030
419,yanam,16.7333,82.2167,27.45,71,100,2.42,IN,1698543030
420,fort mcmurray,56.7268,-111.381,-1.23,80,100,5.14,CA,1698542772
421,chachersk,52.9164,30.9179,3.95,88,100,3.98,BY,1698543031
422,hithadhoo,-0.6,73.0833,27.17,83,84,7.57,MV,1698543031
423,horta,38.5333,-28.6333,16.68,67,97,2.68,PT,1698543032
424,karratha,-20.7377,116.8463,35.02,25,68,2.32,AU,1698543032
425,yung shue wan,22.2333,114.1167,26.68,77,66,0.89,HK,1698543032
426,naga,13.6192,123.1814,30.19,68,15,3.38,PH,1698543033
427,oranjemund,-28.55,16.4333,14.48,64,0,4.64,NA,1698543033
428,puerto baquerizo moreno,-0.9,-89.6,23.03,79,94,5.49,EC,1698543033
429,port shepstone,-30.7414,30.455,15.19,84,100,12.5,ZA,1698543034
430,esperanza,19.5847,-70.9849,26.32,90,18,0.89,DO,1698543034
431,nova venecia,-18.7106,-40.4006,23.98,83,64,2.94,BR,1698543034
432,labuan,5.2767,115.2417,30.2,79,20,2.24,MY,1698543035
433,montego bay,18.4712,-77.9188,27.89,69,20,2.57,JM,1698542909
434,sisimiut,66.9395,-53.6735,-5.11,74,100,5.7,GL,1698543035
435,polyarnyy,69.1989,33.4478,-8.15,94,80,1.75,RU,1698543036
436,kazerun,29.6195,51.6541,19.02,46,92,1.13,IR,1698543036
437,port-vila,-17.7338,168.3219,27.78,65,20,4.12,VU,1698543037
438,saipan,15.1355,145.701,31.39,74,40,5.14,MP,1698543037
439,alice springs,-23.7,133.8833,28.75,8,63,4.12,AU,1698543012
440,borba,-4.3878,-59.5939,27.8,42,28,0.99,BR,1698543037
441,west gulfport,30.4041,-89.0942,26.01,78,100,4.63,US,1698542999
442,tarinkot,32.6268,65.8733,14.96,45,5,1.41,AF,1698543038
443,pomorie,42.5588,27.6439,17.24,88,8,1.54,BG,1698543038
444,fuxin,42.0156,121.6589,16.34,70,31,5.88,CN,1698543039
445,tahe,52.3333,124.7333,3.74,56,100,0.42,CN,1698543039
446,carutapera,-1.195,-46.02,26.84,78,14,5.0,BR,1698542994
447,nanpara,27.8667,81.5,20.77,55,100,0.9,IN,1698543039
448,sirte,31.2089,16.5887,22.84,71,5,3.43,LY,1698543040
449,tadine,-21.55,167.8833,23.04,66,15,7.95,NC,1698543040
450,akrehamn,59.2667,5.1833,7.45,65,100,4.12,NO,1698543040
451,labrador city,52.9463,-66.9114,-2.05,69,75,8.75,CA,1698543040
452,north bay,46.3168,-79.4663,3.95,78,75,3.09,CA,1698543100
453,ust'-ilimsk,58.0006,102.6619,-3.64,56,99,5.36,RU,1698543041
454,vitoria da conquista,-14.8661,-40.8394,18.23,84,72,2.54,BR,1698543041
455,sierra grande,-41.606,-65.3557,11.43,29,4,9.77,AR,1698543042
456,arkhangel'sk,64.5401,40.5433,-4.37,81,100,2.31,RU,1698543042
457,birjand,32.8663,59.2211,10.26,43,0,3.09,IR,1698543042
458,vychegodskiy,61.247,46.8984,-2.21,85,97,3.33,RU,1698543043
459,newcastle,-32.9272,151.7765,25.27,53,0,3.09,AU,1698542973
460,ayorou,14.7308,0.9174,28.28,14,42,0.63,NE,1698543043
461,porto cristo,39.5395,3.333,17.4,76,1,4.72,ES,1698543043
462,bornu yassu,12.2774,12.5552,25.87,20,11,3.53,NG,1698543043
463,aioun,16.6614,-9.6149,30.87,17,7,1.86,MR,1698543044
464,khowai,24.1,91.6333,23.11,76,5,1.17,IN,1698543044
465,taulaga,-11.0553,-171.0883,29.04,68,59,3.66,AS,1698543044
466,hami,42.8,93.45,11.18,42,5,3.96,CN,1698543045
467,domna,51.8971,113.1573,-2.91,42,7,7.0,RU,1698543045
468,mari-turek,56.7895,49.6235,-0.51,98,100,6.06,RU,1698543045
469,klyuchi,52.2667,79.1667,-0.35,49,100,5.21,RU,1698543046
470,aleksandrovsk-sakhalinskiy,50.8975,142.1561,4.2,55,14,3.33,RU,1698543046
471,aswan,24.0934,32.907,25.68,48,5,1.96,EG,1698543046
472,baiti,13.745,-14.7482,26.3,70,27,3.46,SN,1698543046
473,mokshan,53.4365,44.6132,8.12,97,100,5.59,RU,1698543047
474,college,64.8569,-147.8028,-5.31,85,75,0.0,US,1698543047
475,mathba,22.2855,89.9629,23.69,67,8,2.1,BD,1698543047
476,gandajika,-6.75,23.95,19.3,89,51,0.64,CD,1698543048
477,yuzhno-kurilsk,44.0306,145.8556,11.32,87,82,2.38,RU,1698543048
478,island harbour,50.724,-1.2758,11.1,91,100,3.13,GB,1698543049
479,lensk,60.7253,114.9278,-3.75,65,66,5.23,RU,1698543049
480,stung treng,13.5259,105.9683,27.95,77,95,1.87,KH,1698543050
481,shimanovsk,52.0,127.7,4.25,47,100,4.38,RU,1698543050
482,old harbour bay,17.9092,-77.0972,28.99,86,0,2.44,JM,1698543051
483,markala,13.7021,-6.0659,27.09,54,50,2.16,ML,1698543051
484,robore,-18.3333,-59.75,29.78,51,82,5.12,BO,1698543052
485,cabedelo,-6.9811,-34.8339,26.37,71,96,7.22,BR,1698543046
486,edd,13.9297,41.6925,30.07,59,61,4.12,ER,1698543052
487,saint albans,51.75,-0.3333,10.72,96,75,5.66,GB,1698543052
488,minas de marcona,-15.2119,-75.1103,14.68,89,97,4.75,PE,1698543053
489,nouadhibou,20.931,-17.0347,21.98,81,1,7.01,MR,1698543053
490,paoua,7.2427,16.4406,20.89,91,25,1.53,CF,1698543053
491,ulricehamn,57.7916,13.4142,3.01,87,100,3.17,SE,1698543054
492,hinton,53.4001,-117.5857,-6.45,95,16,1.02,CA,1698543054
493,guane,22.2025,-84.0875,23.57,80,4,3.49,CU,1698543055
494,qarazhal,48.0078,70.7903,7.89,74,100,5.6,KZ,1698543055
495,kadinhani,38.2397,32.2114,8.35,52,95,1.29,TR,1698543055
496,gamba,-2.65,10.0,25.62,90,45,2.0,GA,1698543056
497,belaya kholunitsa,58.84,50.8528,-2.9,90,100,4.6,RU,1698543056
498,rajin,42.2489,130.3003,11.8,40,10,1.97,KP,1698543057
499,kiunga,-6.1219,141.2906,28.29,80,100,1.06,PG,1698543057
500,bikenibeu village,1.3673,173.1241,30.98,74,20,2.57,KI,1698543057
501,quito,-0.2299,-78.5249,10.53,93,100,0.63,EC,1698542777
502,rongelap,11.1635,166.8941,28.65,75,18,6.84,MH,1698543057
503,tyukhtet,56.5389,89.3011,-6.61,95,65,1.52,RU,1698543058
504,san luis de la loma,17.2706,-100.8939,26.47,86,100,2.11,MX,1698543058
505,posto fiscal rolim de moura,-13.0833,-62.2667,25.86,66,16,1.45,BR,1698543058
506,vorkuta,67.5,64.0,-18.41,100,100,2.53,RU,1698543059
507,allen,41.0706,-85.0144,12.33,70,100,3.6,US,1698543059
508,zbarazh,49.6636,25.7762,8.38,88,84,3.23,UA,1698543059
509,chulakkurgan,43.765,69.1814,15.84,52,100,3.51,KZ,1698543059
510,moussoro,13.6408,16.4901,28.81,17,6,4.44,TD,1698543059
511,tugulym,57.0591,64.6425,-8.96,85,83,3.73,RU,1698543060
512,pichucalco,17.5167,-93.0667,22.8,92,21,0.84,MX,1698543060
513,bulata,9.8599,122.4016,28.7,75,14,2.08,PH,1698543060
514,opuwo,-18.0607,13.84,19.86,32,18,1.83,NA,1698543061
515,ust-tsilma,65.441,52.1498,-9.1,92,100,3.13,RU,1698543061
516,nelson bay,-32.7167,152.15,23.03,56,0,6.51,AU,1698543061
517,brookhaven,31.5791,-90.4407,22.81,68,0,2.48,US,1698543061
518,high river,50.5834,-113.8687,0.44,89,100,3.07,CA,1698543061
519,perm,58.0174,56.2855,-1.3,80,75,6.0,RU,1698543063
520,floro,61.5996,5.0328,5.54,70,0,2.57,NO,1698543063
521,puerto deseado,-47.7503,-65.8938,11.16,29,43,12.85,AR,1698543063
522,velikiye luki,56.34,30.5452,-1.06,94,100,2.84,RU,1698543064
523,mount isa,-20.7333,139.5,32.87,24,100,6.69,AU,1698543064
524,bubaque,11.2833,-15.8333,27.49,77,0,3.71,GW,1698543064
525,khorinsk,52.1657,109.7726,-3.77,37,0,3.6,RU,1698543064
526,bonthe,7.5264,-12.505,25.45,85,14,0.25,SL,1698543065
527,salmon arm,50.6998,-119.3024,3.02,61,0,1.03,CA,1698542887
528,assab,13.0092,42.7394,28.19,79,4,8.83,ER,1698543065
529,zaozersk,69.4005,32.4476,-10.13,96,67,0.92,RU,1698543066
530,lucheng,31.2336,117.2806,21.43,51,71,1.68,CN,1698543066
531,kavarna,43.4333,28.3333,16.6,64,10,3.58,BG,1698543066
532,arinos,-15.9169,-46.1056,24.81,75,74,0.54,BR,1698543067
533,paita,-5.0892,-81.1144,20.27,84,100,5.59,PE,1698543067
534,kuanda,56.3161,116.0806,-5.27,54,78,3.69,RU,1698543067
535,penzance,50.1186,-5.5371,11.38,79,93,13.97,GB,1698543067
536,hammerfest,70.6634,23.6821,-1.75,74,40,1.03,NO,1698543068
537,sao jose do belmonte,-7.8614,-38.7597,25.33,51,1,5.47,BR,1698543068
538,williams lake,52.1415,-122.1445,2.76,47,0,1.03,CA,1698543068
539,marsabit,2.3284,37.9899,17.8,86,97,2.37,KE,1698543068
540,sabang,5.8933,95.3214,27.61,75,100,3.64,ID,1698543069
541,harnai,30.1005,67.9374,20.05,37,0,1.78,PK,1698543069
542,nyala,12.05,24.8833,25.7,58,98,2.35,SD,1698543069
543,rabaul,-4.1967,152.1721,28.48,71,24,1.82,PG,1698543069
544,lucapa,-8.4192,20.7447,18.25,93,95,0.41,AO,1698543070
545,cacule,-14.5033,-42.2222,24.24,58,21,4.45,BR,1698543070
546,monticello,45.3055,-93.7941,0.19,76,100,2.57,US,1698543071
547,villa el carmen,11.9801,-86.5057,26.65,93,100,2.13,NI,1698543072
548,uttukkuli,11.1667,77.4333,25.56,84,94,1.33,IN,1698543072
549,saguenay,48.4168,-71.0657,3.93,80,100,8.23,CA,1698542931
550,praia da vitoria,38.7333,-27.0667,17.14,63,40,8.29,PT,1698543073
551,honggang,46.4667,124.8667,10.94,29,60,6.31,CN,1698543073
552,kodinar,20.7903,70.7031,24.96,49,69,2.68,IN,1698543073
553,marsa alam,25.0757,34.8918,26.04,73,3,1.5,EG,1698543074
554,mansehra,34.3333,73.2,15.2,49,55,1.97,PK,1698543074
555,zavetnoye,47.1194,43.8903,12.9,64,0,8.73,RU,1698543074
556,kavieng,-2.5744,150.7967,29.36,72,11,6.0,PG,1698543074
557,al kharj,24.155,47.3346,21.32,36,27,1.48,SA,1698543075
558,ben gardane,33.1378,11.2197,22.62,69,99,2.93,TN,1698543075
559,mahina,-17.5065,-149.489,27.87,78,40,4.63,PF,1698543075
560,myanaung,18.2833,95.3167,26.02,86,60,2.79,MM,1698543076
561,qamdo,31.1667,97.2333,-1.16,36,0,0.43,CN,1698543077
562,tataouine,32.9297,10.4518,20.69,51,97,2.2,TN,1698543078
563,barreirinhas,-2.7469,-42.8264,25.96,78,84,6.34,BR,1698543079
564,show low,34.2542,-110.0298,13.16,33,0,5.14,US,1698543079
565,keetmanshoop,-26.5833,18.1333,17.51,20,0,3.09,NA,1698543079
566,lockwood,45.8191,-108.4149,-5.06,75,20,4.12,US,1698543079
567,lorengau,-2.0226,147.2712,27.95,83,76,5.43,PG,1698543080
568,lima,-12.0432,-77.0282,21.06,76,75,4.63,PE,1698543386
569,manggar,-2.8833,108.2667,29.75,63,16,5.78,ID,1698543080
570,veinticinco de mayo,-35.4323,-60.1727,21.66,66,48,1.79,AR,1698543080
571,oildale,35.4197,-119.0195,18.19,33,0,3.09,US,1698543081
572,beyneu,45.3167,55.2,17.23,57,97,4.59,KZ,1698543081
573,tocopilla,-22.092,-70.1979,17.16,81,60,1.75,CL,1698543074
574,conceicao do araguaia,-8.2578,-49.2647,28.0,53,4,1.03,BR,1698543081
575,bac lieu,9.285,105.7244,29.2,75,100,5.46,VN,1698543082
576,novosergiyevka,52.0934,53.6528,11.19,96,100,6.94,RU,1698543082
577,broken hill,-31.95,141.4333,27.8,13,100,9.78,AU,1698543064
578,sinabang,2.4803,96.3801,26.92,81,100,1.66,ID,1698543082
579,guerrero negro,27.9769,-114.0611,18.76,75,0,7.46,MX,1698543083
580,kayyerkan,69.3786,87.7439,-16.48,99,100,3.17,RU,1698543083
581,tenenkou,14.4572,-4.9169,29.3,22,0,3.29,ML,1698543083
582,pagsanghan,11.9657,124.7212,30.59,65,97,1.61,PH,1698543084
583,san gabriel,34.0961,-118.1058,20.56,64,0,4.12,US,1698543084
584,zhanaozen,43.3,52.8,16.68,54,85,2.56,KZ,1698543084
585,coquimbo,-29.9533,-71.3436,14.85,82,0,2.06,CL,1698543084
586,igarka,67.4667,86.5833,-15.56,95,86,2.4,RU,1698543084
587,luninyets,52.2472,26.8047,5.37,86,100,1.59,BY,1698543085
588,mirny,62.5353,113.9611,-7.36,88,100,4.02,RU,1698543085
589,bengkulu,-3.8004,102.2655,27.84,71,18,1.87,ID,1698543085
590,kataysk,56.289,62.5841,-5.2,91,94,4.62,RU,1698543085
591,hoeryong,42.4428,129.7508,11.71,30,43,1.14,KP,1698543086
592,alpatovo,43.7028,45.2415,17.26,51,38,1.14,RU,1698543086
593,una,20.8167,71.0333,24.71,43,45,2.54,IN,1698543086
594,dedovichi,57.5517,29.9502,-0.5,82,100,2.43,RU,1698543087
595,mariental,-24.6333,17.9667,16.03,25,35,3.08,NA,1698543087
596,menongue,-14.6585,17.691,18.8,77,100,1.96,AO,1698543087
